codigo_producto,nombre_producto,categoria,apariciones_visibles,clientes
SE-FVL398-12614,KOUSYO KATSUO UME 1 KG,Frescos,17,16
SE-FVL399-0151,YANG JIANG FRIJOL NEGRO SALADO C/JENGIBRE 454 G,Frescos,21,19
SE-HYE400-12086,HINOKUNI JYOSHINKO 150 G,Harinas,12,12
SE-HYE400-12088,HINOKUNI SHIRATAMAKO 130 G,Harinas,24,22
SE-HYE401-14302,NIPPN KR FRIED CHICKEN MIX 10 KG,Harinas,5,5
SE-HYE401-14303,NIPPN JAPANESE STYLE FRIED CHICKEN MIX 10 KG,Harinas,5,5
SE-HYE401-5377,NCI HARINA DE TRIGO PARA FIDEO 22.6 KG,Harinas,6,5
SE-HYE402-1731,SM TEMPURA BATTER MIX CRISPY STYLE 25LBS,Harinas,36,31
SE-HYE403-0058,BIMBO PAN MOLIDO 5 KGR.,Harinas,1,1
SE-HYE403-11835,SM EMPANIZADOR MOLINO FINO 10 KG,Harinas,1,1
SE-HYE403-14157,KERRY PANKO 15.876 KG,Harinas,181,148
SE-HYE403-2286,TOYO PANKO-BREAD CRUMB MOLIDO FINO 11.3 KG,Harinas,36,35
SE-HYE449-10600,YAMAHIDE TENKASU 60 G,Harinas,65,61
SE-HYE449-10601,YAMAHIDE IKA TENKASU 60 G,Harinas,50,46
SE-HYE449-10602,YAMAHIDE EBIIRI TENKASU 60 G,Harinas,44,39
SE-HYE449-10990,HINOKUNI KATAKURIKO 1 KG,Harinas,250,224
SE-HYE449-12001,HIGASHIMARU SOBAKO 1 KG,Harinas,1,1
SE-HYE449-12087,HINOKUNI YOSHINO KUZU 100 G,Harinas,16,15
SE-HYE449-12098,HINOKUNI KINAKO 100 G,Harinas,59,56
SE-HYE449-12110,ODANI HARINA DE SOYA CON GRANOS 200 G,Harinas,23,23
SE-HYE449-12519,SHIMEICHI KATAKURIKO 200 G,Harinas,106,97
SE-HYE449-13123,YAMACHAN KANSUI POWDER 9.97 KG,Harinas,1,1
SE-HYE449-13174,TOYO HARINA DE TAPIOCA 800G,Harinas,33,33
SE-HYE449-13972,RED LANTERN FÉCULA DE TRIGO 454 GR,Harinas,1,1
SE-HYE449-14336,OKINAWA MEZCLA PARA BUÑUELOS DE OKINAWA 500 G,Otros,3,3
SE-HYE449-14337,OKINAWA HARINA PARA CREPAS DE AZÚCAR MORENO ESTILO 350 G,Harinas,4,4
SE-HYE449-14420,OTAFUKU HARINA OKONOMIYAKI 450 G,Harinas,2,2
SE-HYE449-4762,NAGATANIEN GYOMUYO TSUBU ARARE 300 G,Harinas,151,129
SE-HYE449-5497,NISSIN SEIFUN TAKOYAKI KO 1 KG,Harinas,50,43
SE-HYE449-7736,SING KUNG BOT BAUNH BAO STEAMED BUNS FLOUR 454G,Harinas,13,13
SE-HYE449-8515,ERAWAN HARINA DE TAPIOCA 22.68 KG,Harinas,3,3
SE-PAN902-13511,TOYO PAN DE TARO,Pan,168,153
SE-PDM450-10467,KURAKON ENSALADA ALGA 40 G,Pescados y Mariscos,26,24
SE-PDM450-12102,TAKAOKAYA MIYABI TOKKYU NORI 50 HJS,Pescados y Mariscos,12,12
SE-PDM450-12140,HAMAOTOME INGREDIENTES DE SOPA DE MISO 50 G,Pescados y Mariscos,32,30
SE-PDM450-12509,KURAKON OSHABURI KONBU UME 9 G,Pescados y Mariscos,28,26
SE-PDM450-12560,KURAKON SHIO KONBU DAI 47 G,Pescados y Mariscos,60,56
SE-PDM450-12561,KURAKON TORORO KOMBU 23 G,Pescados y Mariscos,35,35
SE-PDM450-12602,OMORIYA OKAZU NORI 6 PAQUETES,Pescados y Mariscos,30,29
SE-PDM450-13035,TOYO NORI HANE ESPECIAL 100 HJS,Pescados y Mariscos,191,173
SE-PDM450-13259,TAKAOKAYA NORI CORTADA EN 6 (600),Pescados y Mariscos,4,4
SE-PDM450-13331,TAKAOKAYA NORI MIYABI CORTE-MITAD 100 HOJAS,Pescados y Mariscos,3,3
SE-PDM450-13357,KURAKON SHIO KOMBU SAKE 14 G,Pescados y Mariscos,20,20
SE-PDM450-13358,KURAKON SHIO KOMBU UME 16 G,Pescados y Mariscos,16,16
SE-PDM450-13668,TETSUJIN DASHI KOMBU DRIED 1KG,Pescados y Mariscos,293,260
SE-PDM450-14560,TAKAOKAYA MIYABI TOKUSEN HALF 100 HOJAS,Pescados y Mariscos,4,4
SE-PDM450-1916,TOYO NORI HANE CORTE MITAD 200 HJS,Pescados y Mariscos,103,92
SE-PDM450-2035,WP DASHI KOMBU 998 G,Pescados y Mariscos,22,21
SE-PDM450-2811,TAKAOKAYA NORI FILM FOR ONIGIRI 100PC,Pescados y Mariscos,7,6
SE-PDM450-2812,TAKAOKAYA NORI TEMAKI FILM 100 PC,Pescados y Mariscos,1,1
SE-PDM450-2902,TOYO NORI HANE ESPECIAL 100 HJS C/40 PQ,Pescados y Mariscos,64,53
SE-PDM450-5350,TETSUJIN DASHI KOMBU DRIED 2.26 KG,Pescados y Mariscos,87,81
SE-PDM450-8631,TAKAOKAYA KOYABURE NORI 100 HJS C/40 PQ,Pescados y Mariscos,2,2
SE-PDM450-8648,TAKAOKAYA AOSA KO 100G (AONORI),Pescados y Mariscos,217,185
SE-PDM453-10345,TAKAOKAYA MIYABI NORI 20 HJS,Pescados y Mariscos,42,40
SE-PDM455-14070,MARUHA NICHIRO LATA DE SABA EN AGUA 150 G,Pescados y Mariscos,33,32
SE-PDM455-14071,MARUHA NICHIRO LATA DE SABA MISONI 150 G,Pescados y Mariscos,40,37
SE-PDM455-14072,MARUHA NICHIRO LATA DE SABA SHIOYAKI 75 G,Pescados y Mariscos,42,37
SE-PDM455-14073,MARUHA NICHIRO LATA DE IWASHI EN AGUA 150 G,Pescados y Mariscos,24,22
SE-PDM455-14074,MARUHA NICHIRO LATA DE IWASHI MISONI 100 G,Pescados y Mariscos,48,43
SE-PDM455-14075,MARUHA NICHIRO LATA DE AJI NANBANZUKE 100 G,Pescados y Mariscos,44,39
SE-PDM455-14076,MARUHA NICHIRO LATA DE SANMA KABAYAKI 100 G,Pescados y Mariscos,34,32
SE-PDM455-14077,MARUHA NICHIRO LATA DE SANMA EN AGUA 150 G,Pescados y Mariscos,16,15
SE-PDM457-11393,YAMAKI HANA KATSUO 80 G,Pescados y Mariscos,253,230
SE-PDM457-13010,YAMAKI HOJUELAS DE PESCADO BONITO SECO 20 PAQ 40 G,Pescados y Mariscos,111,101
SE-PDM457-13011,YAMAKI HOJUELAS DE PESCADO BONITO SECO 4 PAQ 8 G,Pescados y Mariscos,181,163
SE-PDM499-14078,MARUYA SUISAN KANI MISO 65 G,Pescados y Mariscos,18,18
SE-PDM499-6040,HACHIYO SUISAN HOJUELAS DE SALMÓN 110 G,Pescados y Mariscos,39,35
SE-PPA920-13595,INABA CHURU ALIMENTO DE ATÚN PARA GATO 56 G,Mascotas,45,41
SE-PPA920-13596,INABA CHURU ALIMENTO DE ATÚN CON VIERA PARA GATO 56 G,Mascotas,42,39
SE-PPA920-13597,INABA CHURU ALIMENTO DE ATÚN CON SALMÓN PARA GATO 56 G,Mascotas,63,58
SE-PPA920-13598,INABA CHURU ALIMENTO DE ATÚN CON CAMARÓN PARA GATO 56 G,Mascotas,52,51
SE-PPA920-13599,INABA CHURU ALIMENTO DE ATÚN CON SABOR A ALMEJA PARA GATO 56 G,Mascotas,52,48
SE-PPA920-13600,INABA CHURU ALIMENTO CON SABOR A CANGREJO PARA GATO 56 G,Mascotas,47,45
SE-SAL500-0074,BULL HEAD BBQ SAUCE 26OZ,Salsas,7,7
SE-SAL500-0842,KOON CHUN GROUND BEAN SAUCE 5LB,Salsas,61,50
SE-SAL500-0858,TOYO SALSA DE OSTION 1 L,Salsas,13,13
SE-SAL500-0899,LKK PANDA LETTUCE WRAP 227 G,Salsas,4,4
SE-SAL500-13618,LAO GAN MA SALSA PICANTE CON FRIJOL 280G,Salsas,3,3
SE-SAL500-13624,CHUAN NAN SALSA DE RES CON SETAS 210G,Salsas,1,1
SE-SAL501-0218,JB KOREAN BARBECUE SAUCE 432 G,Salsas,14,14
SE-SAL501-12985,ASSI KOCHIJAN PARA BIMBAP 350 G N,Salsas,11,11
SE-SAL501-14416,OTAFUKU SALSA BBQ KOREANA 2.43 KG,Salsas,1,1
SE-SAL502-12821,KAMADA DASHI SALSA DE SOYA 200 ML,Salsas,34,34
SE-SAL502-12823,KAMADA PICANTE DASHI SALSA DE SOYA 200 ML,Salsas,15,15
SE-SAL502-13053,FUNDOKIN SALSA DE SOYA GOLDEN MURASAKI 720 ML,Salsas,37,36
SE-SAL502-13054,FUNDOKIN SALSA DE SOYA DULCE 200 ML,Salsas,31,29
SE-SAL502-13452,SHIBANUMA SALSA DE SOYA SHIHOU NO SHUZUKU 300 ML,Salsas,38,36
SE-SAL502-13628,SM SALSA DE SOYA 20 LTS,Salsas,6,6
SE-SAL502-14283,YAMAKAWA SALSA DE SOYA DENSHO TAMARI MINO 500 G,Salsas,3,3
SE-SAL502-14284,YAMAKAWA SALSA DE SOYA DENSHO TAMARI MINO 300 G,Salsas,4,4
SE-SAL502-14285,YAMAKAWA SALSA DE SOYA CON SANSHO EN POLVO 20 G,Salsas,5,5
SE-SAL502-1940,TOYO SALSA DE SOYA IMPORTADO 1 L,Salsas,4,2
SE-SAL502-2083,YAMASA SOY SAUCE TAMBO ETIQ. AMARILLA 208 LTRS.,Salsas,2,2
SE-SAL502-2307,SOYA CERV SALSA DE SOYA 20 LTS.,Salsas,4,2
SE-SAL502-6347,YAMASHIN SHIRO SHOYU 1.8 L,Salsas,3,3
SE-SAL502-7159,YAMASA SALSA DE SOYA MENOS SAL 459 ML,Salsas,1,1
SE-SAL502-7243,SEKIGAHARA SALSA DE SOYA TAMARI 1.8 L,Salsas,10,10
SE-SAL502-9834,JOKYU SALSA DE SOYA 18 L,Salsas,1,1
SE-SAL502-9865,YAMASA SALSA DE SOYA REGULAR 3.79 L,Salsas,9,9
SE-SAL503-0711,KAGOME TONKATSU SAUCE 1.8 L,Salsas,2,2
SE-SAL503-10131,MIZKAN GOMA DARE 250 ML,Salsas,34,33
SE-SAL503-10132,MIZKAN GOMA DARE MENOS CALORIAS 250 ML,Salsas,29,28
SE-SAL503-12085,MOMOYA YASAI NI OISHII NINNIKU MISO 100 G,Salsas,7,7
SE-SAL503-12112,IKARI WORCESTER SAUCE 300 ML,Salsas,63,50
SE-SAL503-12113,IKARI CHUNO SAUCE 300 ML,Salsas,67,60
SE-SAL503-12114,IKARI TONKATSU SAUCE 300 ML,Salsas,151,134
SE-SAL503-12115,IKARI WORCESTER SAUCE 1.8 L,Salsas,7,7
SE-SAL503-12117,IKARI TONKATSU SAUCE 1.8 L,Salsas,349,281
SE-SAL503-12142,IKARI TAKOYAKI SAUCE 2.1 KG,Salsas,82,65
SE-SAL503-12143,IKARI OKONOMI SAUCE 300 G,Salsas,121,105
SE-SAL503-12144,IKARI YAKISOBA SAUCE 300 G,Salsas,105,94
SE-SAL503-12520,IKARI TAKOYAKI SAUCE 300 G,Salsas,120,113
SE-SAL503-13188,SOMI MOMIJI OROSHI PONZU 550 G,Salsas,29,28
SE-SAL503-13415,SHIBANUMA PONZU YUZU KATSUO 1.8 L,Salsas,2,2
SE-SAL503-13451,SHIBANUMA PONZU YUZU KATSUO 300 ML,Salsas,34,31
SE-SAL503-13586,OTAFUKU TONKATSU SAUCE 2.2 L,Salsas,43,40
SE-SAL503-14422,OTAFUKU SALSA OKONOMI 500 G,Salsas,8,8
SE-SAL503-2270,OTAJOY OKONOMI SAUCE 2.23 KG,Salsas,58,49
SE-SAL503-2271,OTAJOY YAKISOBA SAUCE 2.31KG.,Salsas,213,166
SE-SAL503-2908,KIKKOMAN TERIYAKI SALSA PARA MARINAR 3.8 L,Salsas,3,3
SE-SAL503-3657,KIKKOMAN SALSA DE ANGUILA 2.4 KG,Salsas,70,64
SE-SAL504-10415,TCC CONCENTRADO DE COCO TETRAPACK 1 L,Salsas,77,67
SE-SAL504-11628,FLYING GOOSE SALSA DE CHILE Y AJO 3.450 L,Salsas,10,10
SE-SAL504-11630,FLYING GOOSE SALSA DE CHILE Y AJO 510 G,Salsas,2,2
SE-SAL504-11899,MISHIMA SALSA DE CHILE Y AJO 115 G,Salsas,64,58
SE-SAL504-11901,MISHIMA SALSA DE CHILE Y AJO EXTRA PICANTE 115G,Salsas,25,24
SE-SAL504-13301,AROY CONCENTRADO DE COCO 400 ML,Salsas,106,100
SE-SAL504-4640,HEALTHY BOY SALSA DE SOYA THIN THAILANDESA 700 ML,Salsas,8,8
SE-SAL505-2008,HFF SALSA VIETNAMITA 3.855 KG,Salsas,124,109
SE-SAL549-0560,NIPPN OHMY KOI AERU GARLIC TOMATO 80 G,Salsas,35,32
SE-SAL549-0860,LA DUEÑA SALSA DE CHABACANO 2.750 KG.,Salsas,3,1
SE-SAL549-0861,LA DUEÑA SALSA MONGOLIAN 2.750 KG,Salsas,2,1
SE-SAL549-10292,MARUMIYA MABO HAKUSAI NO MOTO 130 G,Salsas,33,31
SE-SAL549-10988,NISSIN FOODS AERUDAKE SALSA PARA PASTA KARASHI MENTAIKO NAMA FUMI 48.8 G,Salsas,26,24
SE-SAL549-11091,NISSIN FOODS AERUDAKE SALSA PARA PASTA UMAKARA PEPERONCINO 47.2 G,Salsas,22,21
SE-SAL549-11131,NISSIN FOODS AERUDAKE KINOKO NOZAWANA NINNIKU 60.8 G,Salsas,20,17
SE-SAL549-11611,FLYING GOOSE SALSA SRIRACHA 455 ML,Salsas,151,146
SE-SAL549-11778,NIPPN OHMY KOI CARBONARA 260 G,Salsas,27,26
SE-SAL549-13485,GYUKAKU SALSA DE AJO 1 KG,Salsas,2,2
SE-SAL549-13494,GYUKAKU SALSA DE SOYA DULCE 2 KG,Salsas,1,1
SE-SAL549-13735,ABECHO SHOUTEN SALSA DE PASTA CABALLA Y POMODORO 120 G,Salsas,25,24
SE-SAL549-13736,ABECHO SHOUTEN SALSA DE PASTA SARDINA Y PEPERONCINO 110 G,Salsas,25,24
SE-SAL549-13737,ABECHO SHOUTEN SALSA DE PASTA CABALLA Y AJO CON MANTEQUILLA 110 G,Salsas,26,25
SE-SAL549-13738,ABECHO SHOUTEN SALSA DE PASTA SARDINA Y LIMÓN CON SAL 120 G,Salsas,20,20
SE-SAL549-14045,DAISHO SALSA YUZU PONZU 240 G,Salsas,18,17
SE-SAL549-14096,MR. YOSHIDA'S SALSA ORIGINAL 23OZ,Salsas,29,28
SE-SAL549-14097,MR. YOSHIDA'S SALSA ORIGINAL 86OZ,Salsas,5,5
SE-SAL549-14246,SOMI HACONESE CARBONARA 105 G,Salsas,7,7
SE-SAL549-14277,SOMI HACONESE GARLIC TOMATO 110 G,Salsas,7,7
SE-SAL549-7251,DACHENG BARBECUE SAUCE 2.8 KG,Otros,1,1
SE-SAL549-8063,OTAFUKU SUSHI SAUCE 2.34 KG,Salsas,3,3
SE-SAL549-9762,ZAFRAN SALSA ORIGINAL 3.75 L,Salsas,2,1
SE-SAL549-9763,ZAFRAN SALSA MANGO HABANERO 2.3 KG,Salsas,2,2
SE-SAL549-9765,ZAFRAN SALSA BBQ 4.2 KG,Salsas,2,2
SE-SFP600-1358,Q-Y FIDEO CHINO GRUESO (WIDE) 2.27 KG,Fideos y Pastas,3,1
SE-SFP600-1360,Q-Y FIDEO CHINO REGULAR 2.27 KG,Fideos y Pastas,6,6
SE-SFP600-8272,CATHAY KITCHEN CHUKA SOBA 170 G,Fideos y Pastas,54,53
SE-SFP601-10126,CATHAY TALLARIN DE ARROZ 5 MM 400 G,Fideos y Pastas,12,12
SE-SFP601-10127,CATHAY TALLARIN DE ARROZ 3 MM 400 G,Fideos y Pastas,134,124
SE-SFP601-13623,SM TALLARINES 400G,Fideos y Pastas,2,2
SE-SFP601-1807,DOUBLE HORSES TALLARIN DE ARROZ 3 MM 400 G,Fideos y Pastas,3,3
SE-SFP602-11212,ISHIMARU SEIMEN KANZUKURI SOMEN 400G,Fideos y Pastas,78,74
SE-SFP602-13399,NARAYA NIHACHINO TACHISOBA 200 G,Fideos y Pastas,37,36
SE-SFP602-13400,NARAYA TACHISOBA 200 G,Fideos y Pastas,46,45
SE-SFP602-13401,NARAYA HIKITATE NIHACHI 200 G,Fideos y Pastas,38,36
SE-SFP602-13402,NARAYA OKUAIZU YAMAIMO SOBA 200 G,Fideos y Pastas,38,37
SE-SFP602-13403,NARAYA SAKURA SOMEN 200 G,Fideos y Pastas,43,41
SE-SFP602-13732,NISSIN SEIFUN TAKIZAWA SARASHINA SOBA 200 G,Fideos y Pastas,3,2
SE-SFP603-10657,MIYAKO UDON 25 LB,Fideos y Pastas,25,22
SE-SFP603-11064,PEKING DRY NOODLE 11.34 KG,Fideos y Pastas,10,9
SE-SFP603-11209,ISHIMARU SEIMEN SANUKI UDON 500 G,Fideos y Pastas,85,81
SE-SFP603-11210,ISHIMARU SEIMEN HOUJUN SANUKI UDON 400 G,Fideos y Pastas,62,60
SE-SFP603-11211,ISHIMARU SEIMEN SANUKI UDON BARA 500 G,Fideos y Pastas,64,61
SE-SFP603-11213,ISHIMARU SEIMEN HYAKUNEN NO WAZA SANUKI UDON 300 G,Fideos y Pastas,41,39
SE-SFP603-11214,ISHIMARU SEIMEN SANUKI CHA UDON 200 G,Fideos y Pastas,8,8
SE-SFP603-13397,MIYAKOICHI KK YUDE UDON 5 P 1 KG,Fideos y Pastas,199,176
SE-SFP603-13544,PALDO LOBSTER RAMEN 120G,Fideos y Pastas,243,216
SE-SFP603-9594,ITSUKI INAKA UDON-NOODLE 200 GRS,Fideos y Pastas,42,40
SE-SFP606-10072,DAISHO SOPA MOYASHI TANTAN NABE 750 G,Fideos y Pastas,8,8
SE-SFP606-10073,DAISHO SOPA TORI DASHI SALSA DE SOYA 750 G,Fideos y Pastas,22,20
SE-SFP606-10315,MARUCHAN MAME COLORFUL PACK 4 PZAS 172 G N,Fideos y Pastas,40,36
SE-SFP606-10773,SANYO SAPPORO ICHIBAN JAPÓN SHOYU 100G,Fideos y Pastas,81,76
SE-SFP606-10774,SANYO SAPPORO ICHIBAN JAPÓN MISO 100G,Fideos y Pastas,71,66
SE-SFP606-10775,SANYO SAPPORO ICHIBAN JAPÓN SAL 100G,Fideos y Pastas,73,69
SE-SFP606-10782,SANYO SAPPORO ICHIBAN CUP SHIO 75 G,Fideos y Pastas,30,28
SE-SFP606-10987,MARUCHAN MENDUKURI SHOYU TONKOTSU 91 G,Fideos y Pastas,49,45
SE-SFP606-11067,NAGATANIEN ASAGE 8 P 67.2 G / 84 G,Fideos y Pastas,54,53
SE-SFP606-11068,NAGATANIEN YUUGE 8 P 66.4G / 83 G,Fideos y Pastas,32,32
SE-SFP606-11088,SAMYANG RAMEN HOT CHICKEN 5 CARBO Y 5 CHICKEN CHEESE PAQUETE 10 PZAS,Fideos y Pastas,1,1
SE-SFP606-11351,DAISHO XIANG LA NABE SOUP 750 G,Fideos y Pastas,35,32
SE-SFP606-11352,DAISHO VARIETY SOUP HARUSAME 164.8 G,Fideos y Pastas,24,23
SE-SFP606-11353,DAISHO KAIDASHI NABE SOUP 750 G,Fideos y Pastas,35,32
SE-SFP606-11354,DAISHO MISO CHANKONABE SOUP 750 G,Fideos y Pastas,25,25
SE-SFP606-11355,DAISHO IPPUDO VEGGIE TONKOTSUNABE SOUP 750 G,Fideos y Pastas,16,15
SE-SFP606-11356,DAISHO KANIDASHI MISONABE SOUP 750 G,Fideos y Pastas,32,30
SE-SFP606-11357,MARUCHAN ORENO SHIO 109 G,Fideos y Pastas,60,55
SE-SFP606-11730,SANYO SAPPORO ICHIBAN CUP STAR MISO 78G,Fideos y Pastas,41,39
SE-SFP606-11731,SANYO SAPPORO ICHIBAN CUP STAR UMASHIO 75G,Fideos y Pastas,40,39
SE-SFP606-11733,SANYO SAPPORO ICHIBAN CUP STAR SHOYU 71 G,Fideos y Pastas,32,31
SE-SFP606-11734,SANYO SAPPORO ICHIBAN CUP STAR TONKOTSU 75 G,Fideos y Pastas,41,39
SE-SFP606-11847,MARUCHAN MENDUKURI TANTAN MEN 110 G / 116 G,Fideos y Pastas,67,63
SE-SFP606-11852,SAMYANG HOT CHICKEN RAMEN BIG BOWL STEW 120 G,Fideos y Pastas,1,1
SE-SFP606-11853,SAMYANG HOT CHICKEN RAMEN BIG BOWL MULTI-BLACK BEAN 105 G,Fideos y Pastas,1,1
SE-SFP606-12120,NISSIN CUP NOODLE ORIGINAL 68G,Fideos y Pastas,43,40
SE-SFP606-12446,MARUCHAN SEIMEN CUP YAKISOBA 126 G,Fideos y Pastas,76,72
SE-SFP606-12565,SANYO SAPPORO ICHIBAN CUP MISO 75 G,Fideos y Pastas,20,19
SE-SFP606-12566,SANYO SAPPORO ICHIBAN CUP SHOYU 71 G,Fideos y Pastas,45,36
SE-SFP606-12644,TABETE SOPA RAMEN YUZU SHIO 102 G,Fideos y Pastas,15,15
SE-SFP606-12645,TABETE SOPA RAMEN AGODASHI SHOYU 108 G,Fideos y Pastas,12,12
SE-SFP606-12646,TABETE SOPA RAMEN TONKOTSU 100 G,Fideos y Pastas,16,16
SE-SFP606-12648,TABETE SOPA RAMEN WATARIGANI SHIO 104 G,Fideos y Pastas,20,14
SE-SFP606-12649,TABETE SOPA RAMEN POLLO PAITAN 107 G,Fideos y Pastas,13,13
SE-SFP606-12650,TABETE SOPA RAMEN CAMARÓN MISO 104 G,Fideos y Pastas,6,6
SE-SFP606-12814,MARUCHAN QTTA SEAFOOD RAMEN 77 G,Fideos y Pastas,4,4
SE-SFP606-13014,MARUCHAN SEIMEN CUP MISO 133 G,Fideos y Pastas,13,7
SE-SFP606-13276,MIYAKOICHI UDON SABOR ORIENTAL 200 G,Fideos y Pastas,276,248
SE-SFP606-13502,MIYAKOICHI SPICY RAMEN 1 P 103 G,Fideos y Pastas,39,37
SE-SFP606-13503,MIYAKOICHI MISO RAMEN 1 P 136 G,Fideos y Pastas,47,40
SE-SFP606-13504,MIYAKOICHI TONKOTSU STYLE RAMEN 1 P 136 G,Fideos y Pastas,45,44
SE-SFP606-13524,SAMYANG HOT CHICKEN RAMEN BOWL KIMCHI 86 G,Fideos y Pastas,162,147
SE-SFP606-13528,IGARASHI SEIMEN PLANT BASED SAPPORO MISO RAMEN 108 G,Fideos y Pastas,59,57
SE-SFP606-13529,IGARASHI SEIMEN PLANT BASED TOKYO SHOYU RAMEN 95 G,Fideos y Pastas,50,48
SE-SFP606-13530,IGARASHI SEIMEN PLANT BASED HAKATA TONKOTSU FU RAMEN 110 G,Fideos y Pastas,46,41
SE-SFP606-13531,IGARASHI SEIMEN PLANT BASED OKINAWA WAFU DASHI RAMEN 109 G,Fideos y Pastas,68,65
SE-SFP606-13643,SAMYANG MEP FIDEO INSTANTANEO SABOR CARNE 120 G,Fideos y Pastas,556,488
SE-SFP606-13644,SAMYANG MEP FIDEO INSTANTANEO SABOR AJO Y ALMEJA 120 G,Fideos y Pastas,450,398
SE-SFP606-13645,"SAMYANG MEP FIDEO INSTANTANEO SABOR PIMIENTO Y POLLO CON CILANTRO 120 G""",Fideos y Pastas,496,438
SE-SFP606-13646,SAMYANG MEP FIDEO INSTANTANEO SABOR CARNE BOWL 110 G,Fideos y Pastas,407,358
SE-SFP606-13647,SAMYANG MEP FIDEO INSTANTANEO SABOR AJO Y ALMEJA BOWL 110 G,Fideos y Pastas,384,335
SE-SFP606-13648,SAMYANG MEP FIDEO INSTANTANEO SABOR PIMIENTO Y POLLO CON CILANTRO BOWL 110 G,Fideos y Pastas,419,362
SE-SFP606-13667,ABECHO SHOUTEN SOPA DE HUKAHIRE CANTONÉS 200 G,Fideos y Pastas,32,31
SE-SFP606-13669,ABECHO SHOUTEN SOPA DE HUKAHIRE SICHUANÉS 200 G,Fideos y Pastas,37,30
SE-SFP606-13828,MARUCHAN ZUBAAAN POLLO CON TOQUE DE ACEITE DE POLLO 120 G,Fideos y Pastas,145,119
SE-SFP606-13841,MARUCHAN QTTA SHOYU RAMEN 74 G,Fideos y Pastas,93,88
SE-SFP606-13842,MARUCHAN SEIMEN CUP MISO 131 G,Fideos y Pastas,94,89
SE-SFP606-13843,MARUCHAN SEIMEN CUP SALSA DE SOYA 120 G,Fideos y Pastas,75,71
SE-SFP606-13863,MARUCHAN GEKIMEN WANTAN MEN 92 G,Fideos y Pastas,49,47
SE-SFP606-13946,SAMYANG TANGLE FIDEO INSTANTANEO CHUNKY TOMATO 105G,Fideos y Pastas,452,412
SE-SFP606-13947,SAMYANG TANGLE FIDEO INSTANTANEO BIG BOWL CHUNKY TOMATO 105G,Fideos y Pastas,156,148
SE-SFP606-13948,SAMYANG TANGLE FIDEO INSTANTANEO GARLIC OIL 105G,Fideos y Pastas,461,431
SE-SFP606-13949,SAMYANG TANGLE FIDEO INSTANTANEO BIG BOWL GARLIC OIL 100G,Fideos y Pastas,191,176
SE-SFP606-13950,SAMYANG TANGLE FIDEO INSTANTANEO BULGOGI ALFREDO 105G,Fideos y Pastas,504,451
SE-SFP606-13951,SAMYANG TANGLE FIDEO INSTANTANEO BIG BOWL BULGOGI ALFREDO 105G,Fideos y Pastas,209,197
SE-SFP606-13952,SAMYANG TANGLE FIDEO INSTANTANEO CREAMY MUSHROOM 105G,Fideos y Pastas,546,488
SE-SFP606-13953,SAMYANG TANGLE FIDEO INSTANTANEO BIG BOWL CREAMY MUSHROOM 105G,Fideos y Pastas,235,216
SE-SFP606-13986,IGARASHI SEIMEN OTARU RAMEN 112 G,Fideos y Pastas,38,31
SE-SFP606-13987,IGARASHI SEIMEN SAPPORO RAMEN 117 G,Fideos y Pastas,49,42
SE-SFP606-13988,IGARASHI SEIMEN TOKYO RAMEN 113G,Fideos y Pastas,48,37
SE-SFP606-13989,IGARASHI SEIMEN HAKATA RAMEN 112G,Fideos y Pastas,43,32
SE-SFP606-13990,IGARASHISEIMEN KITAKATA RAMEN SALSA DE SOYA 121.5 G,Fideos y Pastas,52,37
SE-SFP606-14051,MARUCHAN QTTA MILKY SEAFOOD RAMEN 77 G,Fideos y Pastas,94,88
SE-SFP606-14052,TAPATIO RAMEN BIRRIA BIG BOWL 110G,Fideos y Pastas,345,302
SE-SFP606-14053,TAPATIO RAMEN CHILI LIME SHRIMP BIG BOWL 110G,Fideos y Pastas,285,253
SE-SFP606-14054,TAPATIO RAMEN CARNE ASADA CON LIMON BIG BOWL 110G,Fideos y Pastas,319,272
SE-SFP606-14055,TAPATIO RAMEN ORIGINAL 120G,Fideos y Pastas,368,336
SE-SFP606-14056,TAPATIO RAMEN CARNE ASADA CON LIMON 120G,Fideos y Pastas,498,448
SE-SFP606-14057,TAPATIO RAMEN BIRRIA 120G,Fideos y Pastas,564,503
SE-SFP606-14220,PALDO RABOKKI BOLSA 135 G,Fideos y Pastas,16,16
SE-SFP606-14305,SAMYANG HOT CHICKEN TACO 135 G,Fideos y Pastas,817,761
SE-SFP606-14338,OKINAWA SOPA PREPARADA DE ALGAS 35 G,Otros,1,1
SE-SFP606-14423,OTAFUKU YAKISOBA ORIGINAL KIT DE 2 PORCIONES 150 G,Fideos y Pastas,9,9
SE-SFP606-14720,PAQUETE RAMEN INTERNACIONAL,Fideos y Pastas,1,1
SE-SFP606-9576,NISSIN CUP NOODLE CURRY 80 G,Fideos y Pastas,30,28
SE-SFP606-9577,NISSIN CUP NOODLE SEAFOOD 76 G,Fideos y Pastas,56,47
SE-SFP649-11848,MARUCHAN TORIGARA SHOYU 97 G / 103 G,Fideos y Pastas,71,65
SE-SFP649-5375,EBARA E-BASIC SOPA PARA RAMEN SABOR SAL 1.8 L,Fideos y Pastas,5,5
SE-SYE550-0939,MAEPLOY CURRY PASTA VERDE 1 KG,Abarrotes,108,96
