codigo_producto,nombre_producto,categoria,apariciones_visibles,clientes
SE-SYE550-0944,MAESRI CURRY PASTA VERDE 114 GRS.,Abarrotes,22,22
SE-SYE550-10416,MAEPLOY CURRY PASTA ROJA 50 G,Abarrotes,59,57
SE-SYE550-10417,MAEPLOY CURRY PASTA VERDE 50 G,Abarrotes,58,55
SE-SYE550-10418,MAEPLOY CURRY PASTA AMARILLA 50 G,Abarrotes,71,67
SE-SYE550-10420,MAEPLOY CURRY PASTA MASSAMAM 50 G,Abarrotes,46,45
SE-SYE550-10422,MAEPLOY CURRY PASTA MASSAMAN 1 KG,Abarrotes,17,14
SE-SYE550-14332,HOUSE KOKUMARO CURRY MEDIO PICANTE 145 G,Bebidas,19,19
SE-SYE550-14333,HOUSE KOKUMARO CURRY PICANTE 145 G,Bebidas,17,16
SE-SYE551-11267,MARUKOME MISO & EASY ORIGINAL 430 G,Abarrotes,66,63
SE-SYE552-1788,TAHINI CREMA DE AJONJOLI 19 L,Abarrotes,32,26
SE-SYE554-1124,GP ADEREZO SRIRACHA MAYO PZA,Abarrotes,1,1
SE-SYE554-11689,CULINAIRE ADEREZO RANCH 3.78 L,Abarrotes,39,35
SE-SYE554-14326,SSK ADEREZO DE AJONJOLÍ 150 ML,Abarrotes,4,4
SE-SYE554-14327,SSK ADEREZO DE TOCINO Y PIMIENTA NEGRA 160 ML,Abarrotes,2,2
SE-SYE554-14328,SSK ADEREZO DE CEBOLLÍN Y AJONJOLÍ 160 ML,Otros,1,1
SE-SYE554-14329,SSK ADEREZO CÉSAR LIBRE DE HUEVO Y LÁCTEOS 300 ML,Abarrotes,4,4
SE-SYE554-14334,OKINAWA ADEREZO DE SHIKUWASA 300 ML,Otros,3,3
SE-SYE554-4828,GP ADEREZO ROCA PZA,Abarrotes,1,1
SE-SYE554-9764,ZAFRAN ADEREZO RANCH 3.4 KG,Abarrotes,2,2
SE-SYE555-10405,KING HINODE SHOUKOU RYORI SAKE 300ML,Abarrotes,20,19
SE-SYE555-13619,SM BASE PARA SOPA HOTPOT,Abarrotes,3,3
SE-SYE555-13620,WANG SHOU YI CONDIMENTO DE 13 ESPECIES 45G,Abarrotes,7,7
SE-SYE555-13621,QIAO TOU CONDIMENTO DE PESCADO PICANTE 160G,Abarrotes,7,7
SE-SYE555-13622,SM MOSTAZA ENCURTIDA 80G,Abarrotes,4,4
SE-SYE555-13625,SM PIMIENTA ROJA 100G,Abarrotes,10,10
SE-SYE555-5249,YOUKI TENMENJAN 1 KG,Abarrotes,26,25
SE-SYE555-8343,MAPLEWOOD SHAOXING VINO PARA COCINAR 3 L,Abarrotes,12,11
SE-SYE555-8513,KOON CHUN BLACK VINEGAR 500 ML,Abarrotes,58,53
SE-SYE556-13297,ASSI RED PEPPER POWDER-COARSE ASSI 3LB,Abarrotes,5,5
SE-SYE558-0589,AJINOMOTO CALDO DE POLLO PREMIUM 14 KG,Abarrotes,6,6
SE-SYE558-0659,JFC FURIKAKE GOMA SHIO 80 G,Abarrotes,19,19
SE-SYE558-0846,KOSHO RED YUZU 80 GRS.,Abarrotes,11,11
SE-SYE558-1010,TOYO CONCENTRADO PARA RAMEN VEGANO (SPICY MISO) 454 ML,Abarrotes,2,2
SE-SYE558-10390,HOUSE DAIKON OROSHI 40G,Abarrotes,16,16
SE-SYE558-10441,MARUTOMO AGODASHI TSUYU 500 ML,Abarrotes,15,14
SE-SYE558-10450,SOMI BASE PARA SOPA DE MISO RAMEN 1 KG,Abarrotes,22,20
SE-SYE558-10604,OMORIYA KARIKARI UME AKA SHISO 40G,Abarrotes,21,20
SE-SYE558-10605,OMORIYA RYOKUOU YASAI FURIKAKE 23G,Abarrotes,23,21
SE-SYE558-10606,OMORIYA KANEFUKU MENTAI CHADUKE 37.2G,Abarrotes,35,34
SE-SYE558-10607,OMORIYA AOSA FURIKAKE 30G,Abarrotes,44,42
SE-SYE558-10608,OMORIYA KOZAKANA FURIKAKE 45G,Abarrotes,43,42
SE-SYE558-11114,TOYO FURIKAKE SAKE GOMA 500 G,Abarrotes,127,121
SE-SYE558-11208,SB SANSHO PIMIENTA 8 G,Abarrotes,107,99
SE-SYE558-11242,MARUMIYA MAZEKOMI WAKAME SALMÓN 29 G,Abarrotes,89,80
SE-SYE558-11260,SHIMAYA MUTENKA KATSUO DASHI 500G,Abarrotes,13,11
SE-SYE558-11381,MARUMIYA SHOKUHIN KK MAZEKOMI WAKAME TAKANA 29G,Abarrotes,77,71
SE-SYE558-11637,ATARI GOMA PASTA DE AJONJOLÍ BLANCO 300 G,Abarrotes,26,24
SE-SYE558-11638,ATARI GOMA PASTA DE AJONJOLÍ NEGRO 300 G,Abarrotes,10,8
SE-SYE558-11776,KOSE FOODS SHIO KOJI POWDER 96 G,Abarrotes,11,11
SE-SYE558-11782,HORAIYA SHOYU KOJI 340 ML,Abarrotes,12,12
SE-SYE558-12101,YAMAJIRUSHI SAZONADOR DE YUZU 946 ML,Abarrotes,5,5
SE-SYE558-12141,HAMAOTOME SALSA PREPARADA PARA HACER CHAWANMUSHI 8.4 G,Abarrotes,13,13
SE-SYE558-12163,AMARI SANSHO PIMIENTA 15 G,Abarrotes,36,34
SE-SYE558-12196,MARUMIYA AJIDORAKU FURIKAKE 25 G,Abarrotes,64,59
SE-SYE558-12562,MARUMIYA FURIKAKE TARAKO 25 G,Abarrotes,55,53
SE-SYE558-12563,MARUMIYA NORITAMA FURIKAKE 25 G,Abarrotes,69,64
SE-SYE558-12564,MARUMIYA TANTANMEN NO MOTO SIN SOPA 270 G,Abarrotes,27,25
SE-SYE558-12574,SM BASE DE SOPA YOKOHAMA IEKEI 1 KG,Abarrotes,4,4
SE-SYE558-12577,SM RAMEN TARE SHOYU 18 L,Fideos y Pastas,1,1
SE-SYE558-12578,SM RAMEN TARE TONKOSU 1 KG,Abarrotes,1,1
SE-SYE558-12579,SM RAMEN TARE MISO PICANTE 1 KG,Abarrotes,2,2
SE-SYE558-12580,SM RAMEN TARE MARISCOS 1 KG,Abarrotes,3,3
SE-SYE558-12581,SM BASE DE SOPA TONKOTSU VEGANO PERSONALIZADO TENTOTEN 45 G X 50 PZAS,Abarrotes,2,1
SE-SYE558-12653,ODAWARAYA TABERU OLIVE OIL 110 G,Abarrotes,25,21
SE-SYE558-12654,ODAWARAYA TABERU RAYU EXTRA PICANTE 110 G,Abarrotes,36,32
SE-SYE558-12656,ODAWARAYA KIMUCHI NO MOTO 310 G,Abarrotes,20,19
SE-SYE558-12798,SM RAMEN TARE SHOYU 1 L,Abarrotes,4,4
SE-SYE558-13045,SM BASE DE SOPA TONKOTSU 35 G X 80 PZAS,Otros,1,1
SE-SYE558-13187,DAISHO SAL Y PIMIENTA RECARGABLES 135 G,Abarrotes,21,20
SE-SYE558-13189,KOSE FOODS NUKAZUKENOMOTO KIWAMI 800 G,Abarrotes,18,15
SE-SYE558-13251,NAGATANIEN CHAHAN NO MOTO KANI 20.4 G,Abarrotes,35,34
SE-SYE558-13252,NAGATANIEN OTONA NO FURIKAKE HONKATSUO 12.5 G,Abarrotes,36,34
SE-SYE558-13398,S&B UMAMI OKAZU RAYU 400 G,Abarrotes,50,41
SE-SYE558-13532,MARUMIYA TAKENOKO GOMOKUMESHI NO MOTO 190 G,Abarrotes,36,32
SE-SYE558-13533,MARUMIYA MATSUTAKE KAMAMESHI NO MOTO 140 G,Abarrotes,31,28
SE-SYE558-13534,MARUMIYA KINOKO KAMAMESHI NO MOTO 137 G,Abarrotes,40,37
SE-SYE558-13535,MARUMIYA MAITAKE SANSAI KAMAMESHI NO MOTO 185 G,Abarrotes,43,41
SE-SYE558-13703,KAWAGUCHI DRY NATTO HIKIWARI 65 G,Abarrotes,10,10
SE-SYE558-13704,KAWAGUCHI FUNMATSU NATTO 75 G,Abarrotes,18,18
SE-SYE558-13705,KAWAGUCHI NATTO FURIKAKE 35 G,Abarrotes,31,28
SE-SYE558-13706,KAWAGUCHI NATTO FURIKAKE UME 35 G,Abarrotes,35,32
SE-SYE558-14046,DAISHO SALSA GOYA CHANPURU 60 G,Abarrotes,13,13
SE-SYE558-14047,DAISHO SALSA CARROT SHIRI 46 G,Abarrotes,15,14
SE-SYE558-14048,DAISHO YUZU SHIO 80 G,Abarrotes,13,13
SE-SYE558-14184,NAGATANIEN OTONA NO FURIKAKE BENISHAKE 8.4 G,Abarrotes,26,24
SE-SYE558-14185,NAGATANIEN OTONA NO FURIKAKE HONKATSUO 9.2 G,Abarrotes,31,29
SE-SYE558-14186,NAGATANIEN OTONA NO FURIKAKE WASABI 8.4 G,Abarrotes,21,21
SE-SYE558-14323,YASUMARU DASHI ROJO ESTANDAR JAPONÉS 88 G (8.8 G X 10 PZAS),Abarrotes,7,7
SE-SYE558-14324,YASUMARU DASHI VERDE TOSTADO 80 G (8 G X 10 PZAS),Abarrotes,4,4
SE-SYE558-14325,YASUMARU DASHI AZUL MARISCOS 80 G (8 G X 10 PZAS),Abarrotes,5,5
SE-SYE558-14340,OKINAWA MEZCLA DE INGREDIENTES PARA ARROZ COCINADO 180 G,Arroces,5,5
SE-SYE558-14341,OKINAWA MEZCLA DE INGREDIENTES PARA ARROZ COCINADO 60 G,Arroces,3,3
SE-SYE558-1991,URASHIMA BULK SAKE TARAKO FURIKAKE 1LB,Abarrotes,144,136
SE-SYE558-2012,KINJIRUSHI WANER WASABI 1KG,Abarrotes,237,224
SE-SYE558-2061,YAMAJIRUSHI YUZU IT 5 FL OZ,Abarrotes,1,1
SE-SYE558-2198,KOSHO BLUE YUZU 80 GRS.,Abarrotes,81,78
SE-SYE558-3340,SUN NOODLE BASE SOPA TONKOTSU 1.81 KG,Abarrotes,1,1
SE-SYE558-3351,SUN NOODLE BASE SOPA MISO 2 KG,Abarrotes,1,1
SE-SYE558-3440,KINJIRUSHI WASABITS WASABI EN POLVO 1 KG,Abarrotes,14,14
SE-SYE558-3446,AJINOMOTO AJI-SAZÓN ECONOMICO 2.7 KG,Abarrotes,11,11
SE-SYE558-3520,AJINOMOTO AJI-SAZÓN ECONOMICO 10 KG,Abarrotes,19,17
SE-SYE558-4201,MARUKOME SHIO KOJI 2.3 KG,Otros,1,1
SE-SYE558-5373,SHIMAYA MUTENKA DASHI KONBU 7 PZAS 42 G,Abarrotes,12,12
SE-SYE558-5374,SHIMAYA MUTENKA DASHI YAKI AGO 7 PZAS 42 G,Abarrotes,10,10
SE-SYE558-6802,TAKAOKAYA POKE SPICY ROLL FURIKAKE CHILI 33008 453 G,Abarrotes,3,3
SE-SYE558-7662,MOMOYA KIMUCHI NO MOTO 1.2 KG,Abarrotes,77,70
SE-SYE558-7676,NISSIN FOODS NISSIN KARAAGEKO KARAAGEOU 400 G,Abarrotes,6,6
SE-SYE558-9895,DAISHO TATAKI KYURI NO TARE 150 G,Abarrotes,10,9
SE-SYE558-9956,AMARI SHICHIMI TOGARASHI 300 G,Abarrotes,244,230
SE-SYE559-10640,SHOWA ONIKU WO YAWARAKAKU SURU KARAAGEKO 100 G,Abarrotes,14,14
SE-SYE559-11243,MARUMIYA MAZEKOMI WAKAME SHIRASU 29 G,Abarrotes,86,80
SE-SYE560-10423,MAEPLOY PASTA PARA SOPA TOM YUM 50 G,Abarrotes,47,43
SE-SYE560-10424,MAEPLOY PASTA PARA SOPA TOM YUM 400 G,Abarrotes,51,49
SE-SYE560-10425,MAEPLOY PASTA PARA SOPA TOM YUM 1 KG,Abarrotes,26,25
SE-SYE560-11898,MISHIMA ACEITE DE AJONJOLI Y AJO 55 G,Abarrotes,21,19
SE-SYE560-11900,MISHIMA ACEITE DE AJO Y JENGIBRE 110 G,Abarrotes,24,24
SE-SYE560-1317,PANTAI SHRIMP PASTE 13OZ,Abarrotes,3,3
SE-SYE560-6001,AROY-D AZUCAR DE PALMA 8PZAS 454 G,Abarrotes,64,57
SE-SYE560-7754,DOUBLE HORSE INSTANT TOM YUM SOUP PASTE 500 G,Abarrotes,104,95
SE-SYE599-0014,AJINOMOTO AJI-SAZÓN BOLSA 2.7KG,Abarrotes,5,5
SE-SYE599-10384,YOKOI VINAGRE SHUGYOKU 20 L,Abarrotes,8,8
SE-SYE599-1106,GP VINAGRE DE ARROZ PZA,Abarrotes,1,1
SE-SYE599-11116,TOYO GLUTAMATO MONOSÓDICO 1KG,Abarrotes,55,52
SE-SYE599-11369,YAMASA SALSA POKE 454 ML,Abarrotes,1,1
SE-SYE599-11410,DACHENG VEGAN FLOSS 600 G,Otros,1,1
SE-SYE599-11469,AMAZONAS AJI AMARILLO PASTA 227 G,Abarrotes,48,46
SE-SYE599-11471,AMAZONAS AJI ROCOTO PASTA 227 G,Abarrotes,31,30
SE-SYE599-11879,SUN NOODLE KANSUI GREEN 12 KG,Abarrotes,2,2
SE-SYE599-12119,HAMAOTOME CEBOLLIN SECO 5.5 G,Abarrotes,79,73
SE-SYE599-13046,KEWPIE MAYONESA 450 G,Abarrotes,597,526
SE-SYE599-13295,MIZKAN KAMOSHIBI 1.8 L,Abarrotes,7,7
SE-SYE599-13296,MISKAN MSH-44 SHIRAGIKU 20 L,Abarrotes,5,5
SE-SYE599-13626,SM AZUCAR 200G,Abarrotes,7,7
SE-SYE599-14288,MIZKAN VINAGRE NATURAL 15 LTRS,Abarrotes,448,413
SE-SYE599-14289,MIZKAN VINAGRE NATURAL SHIRAGIKU 15 L,Abarrotes,33,33
SE-SYE599-14290,MIZKAN SU AWASE KD39 15 L (ETIQ. AMAR.),Abarrotes,39,38
SE-SYE599-14291,MIZKAN SU AWASE MD-43 15 L. (ETIQ. ROJA),Abarrotes,77,72
SE-SYE599-14313,DAISHO SALSA PARA KAKUNI 125 G,Salsas,1,1
SE-SYE599-14690,AJINOMOTO SAZONADOR EN POLVO PARA SOPA SABOR TONKOTSU 450 g,Otros,1,1
SE-SYE599-2942,AJINOMOTO SALSA OSCURA DEMIGLACE 4KG,Abarrotes,14,14
SE-SYE599-8632,AJINOMOTO CALDO DE RES 1KG,Abarrotes,12,12
SE-SYE599-9725,WILSEY MAYONESA PORCIONADA (100/ 15G) PZA,Abarrotes,11,8
SE-SYE599-9952,WILSEY MAYONESA C/CHIPOTLE PORCIONADA (100/ 15G) PZA,Abarrotes,13,10
SE-TE150-13277,UCC CAFE DRIP BAG SPECIAL 126 G,Otros,8,8
SE-TE150-13278,UCC CAFE DRIP BAG RICH 126 G,Otros,8,8
SE-TE150-14187,UCC CAFE DRIP BAG RICH 112 G,Otros,5,5
SE-TE150-14188,UCC CAFE DRIP BAG SPECIAL 112 G,Otros,7,7
SE-TE160-11926,DUO YUE SCENTED DURAZNO OOLONG 45G,Otros,18,16
SE-TE645-14100,TAKAOKAYA MATCHA MATSU 1KG,Otros,6,6
SE-TE645-14101,TAKAOKAYA TOKUSEN ARACHA TE VERDE 200G,Bebidas,2,2
SE-TE650-0003,ABC TE DE JAZMIN 2.27 KG,Bebidas,6,6
SE-TE650-12108,ODANI TÉ DE JASMÍN 16 P 57.6 G,Bebidas,42,41
SE-TE650-14091,JACK POT TE DE JAZMIN 22.68 KG,Bebidas,1,1
SE-TE651-12405,YAMASHIRO UJIMATCHA LATTE 120 G,Bebidas,1,1
SE-TE651-12409,YAMASHIRO UJI MATCHA 1 KG,Otros,3,3
SE-TE651-12410,YAMASHIRO UJIMATCHA LATTE 1 KG,Bebidas,35,33
SE-TE651-14090,YAMASHIRO UJIMATCHA LATTE 100 G,Bebidas,65,61
SE-TE651-14109,YAMASHIRO MATCHA KAN 20 G,Otros,27,26
SE-TE651-14368,TAKAOKAYA ORGANIC MATCHA GOLD 30G,Otros,1,1
SE-TE651-2830,SUGIMOTO MATCHA CULINARY PREMIUM (MP227) 227 G,Otros,43,41
SE-TE652-0110,CHA-BON-BON BLACK TEA FILTER 20 PZAS.,Otros,5,5
SE-TE652-6195,ABC TE NEGRO 2.27 KG,Bebidas,21,20
SE-TE652-8465,JACK POT TE NEGRO 2.268 KG,Bebidas,210,190
SE-TE653-0004,ABC TE DE OOLONG 2.27 KG,Bebidas,15,15
SE-TE653-0202,DEER TE DE OOLONG 2.27 KG,Bebidas,6,6
SE-TE653-11250,ODANI KURO OOLONG CHA 150 G,Otros,50,49
SE-TE653-12559,KUNITARO TÉ DE OOLON NEGRO 40 P 200 G,Bebidas,45,42
SE-TE654-11082,MATCHA KAORI JAPANESE MATCHA CON CHASHAKU 35 G,Otros,4,4
SE-TE654-11137,CATHAY KITCHEN TE VERDE 2.27 KG,Bebidas,4,4
SE-TE654-11649,UJINOTSUYU SENCHA MIDORI 100 G,Otros,29,29
SE-TE654-11650,UJINOTSUYU IEMON SENCHA 100 G,Otros,37,35
SE-TE654-11651,UJINOTSUYU IEMON GENMAICHA 100 G,Otros,24,24
SE-TE654-11652,UJINOTSUYU IEMON HOUJICHA 100 G,Otros,30,27
SE-TE654-11653,UJINOTSUYU IEMON GREEN TEA 120 G,Otros,29,28
SE-TE654-11654,UJINOTSUYU HOUJICHA #200 1 KG,Otros,1,1
SE-TE654-12106,ODANI TÉ VERDE CON MATCHA 52 P 260 G,Bebidas,49,45
SE-TE654-12109,ODANI TÉ VERDE DULCE CON MATCHA 100 G,Dulces y Botanas,35,33
SE-TE654-12397,YAMASHIRO TÉ VERDE FUKAMUSHI CHA 100 G,Bebidas,22,22
SE-TE654-12398,YAMASHIRO TÉ VERDE UJINO RYOKUCHA 100 G,Bebidas,13,13
SE-TE654-12401,YAMASHIRO TÉ VERDE KAKEGAWA RYOKUCHA 100 G,Bebidas,20,20
SE-TE654-12402,YAMASHIRO TÉ VERDE KAKEGAWA FUKAMUSHICHA 150 G,Bebidas,21,20
SE-TE654-12403,YAMASHIRO TÉ VERDE YAMENO RYOKUCHA 100 G,Bebidas,18,18
SE-TE654-12406,YAMASHIRO HOJICHA LATTE 120G,Bebidas,46,45
SE-TE654-12408,YAMASHIRO SURTIDO DE TÉ VERDE 60 G X 3 P,Bebidas,10,10
SE-TE654-12411,YAMASHIRO HOJICHA LATTE 1 KG,Bebidas,8,6
SE-TE654-12412,YAMASHIRO TÉ VERDE SENCHA 1 KG,Bebidas,21,21
SE-TE654-12699,YAMASHIRO TÉ VERDE EN SOBRE YASURAGI 250 G,Bebidas,15,15
SE-TE654-12700,YAMASHIRO TÉ VERDE KAKEGAWA ICHIBANCHA 80 G,Bebidas,16,16
SE-TE654-13113,YAMASHIRO TE VERDE HOJICHA UJICHA 100G,Bebidas,18,17
SE-TE654-13114,YAMASHIRO TE VERDE OKUYAME ICHIBANCHA 80 G,Bebidas,14,13
SE-TE654-13115,YAMASHIRO TE VERDE ASAMIYACHA 100 G,Bebidas,24,22
SE-TE654-13116,YAMASHIRO TE VERDE GENMAI EN POLVO CON MATCHA 70 G,Bebidas,4,4
SE-TE654-13117,YAMASHIRO TE VERDE CON MATCH EN SOBRE 50 G,Bebidas,23,21
SE-TE654-13118,YAMASHIRO TE VERDE HOJICHA EN SOBRE 62.5 G,Bebidas,2,2
SE-TE654-13120,YAMASHIRO TE VERDE CON GYOKURO EN SOBRE 120 G,Bebidas,9,9
SE-TE654-13121,YAMASHIRO TE VERDE EN POLVO GENMAI FUMI 1 KG,Bebidas,2,2
SE-TE654-13145,YAMASHIRO YUZU MATCHA 60 G,Otros,39,38
SE-TE654-13274,YAMASHIRO TE VERDE HOJICHA EN SOBRE 100 P 1 KG,Bebidas,4,4
SE-TE654-13526,ODANI TE VERDE CON MATCHA 100 BAG 200 G,Bebidas,48,46
SE-TE654-13527,ODANI TE VERDE HOJICHA 100 BAG 200 G,Bebidas,13,13
SE-TE654-14182,YAMASHIRO HOJICHA LATTE 100 G,Bebidas,23,23
SE-TE654-14314,YAMASHIRO TÉ VERDE MATCHA NO. 50 1 KG,Bebidas,2,2
SE-TE654-14369,TAKAOKAYA GREEN BREEZE HOJICHA 300G,Otros,5,5
SE-TE654-1797,TAKA GREEN BREEZE 300 GRS.,Otros,6,6
SE-TE654-2052,YAMA MOTO YAMA SENCHA-UME 1KG,Otros,5,5
SE-TE654-6745,UJINOTSUYU SENCHA #160 1 KG,Otros,8,8
SE-TE654-9360,YAMAMOTO YAMA GENMAI CHA LOOSE GREEN TEA 150 G,Otros,4,4
SE-TE699-11244,ODANI ECO PACK MUGICHA 120 G,Otros,48,46
SE-TE699-11245,ODANI KODOMO GOKUGOKU MUGICHA 84 G,Otros,2,2
SE-TE699-11246,ODANI TWIN PACK MUGICHA 160 G,Otros,65,63
SE-TE699-11247,ODANI ROOIBOS TEA ECO PACK 36 G,Otros,33,33
SE-TE699-11251,ODANI MUGICHA 416 G,Otros,75,70
SE-TE699-12111,ODANI TÉ DE CÚRCUMA 16 P 64 G,Bebidas,4,4
SE-TE699-13146,YAMASHIRO TE DE SOYA 100 G,Salsas,15,15
SE-TE699-14110,ODANI TÉ DE MELÓN AMARGO 144 G,Bebidas,3,3
SE-TQO702-13896,MORI-NU TOFU ASIAN DESSERT 315G,Tofu,90,85
SE-TQO702-13897,MORI-NU TOFU SUPER SOFT 307G,Tofu,53,51
SE-TQO702-14347,OKINAWA TOFU AHUMADO 80 G,Tofu,4,4
SE-TYE750-7232,TWIN RABBIT HOJA DE PAPEL DE ARROZ INTEGRAL 283 G,Masas y Pieles,1,1
SE-TYE754-13602,AJINOMOTO MAMENORI SAN HOJAS DE SOYA COLOR GOMA 65 G,Masas y Pieles,17,16
SE-TYE754-13603,AJINOMOTO MAMENORI SAN HOJAS DE SOYA COLOR AMARILLO 52 G,Masas y Pieles,17,15
SE-TYE754-13604,AJINOMOTO MAMENORI SAN HOJAS DE SOYA COLOR VERDE 52 G,Masas y Pieles,16,16
SE-TYE754-13605,AJINOMOTO MAMENORI SAN HOJAS DE SOYA COLOR ROSA 52 G,Masas y Pieles,20,18
SE-TYE754-6866,TAKAOKAYA CREPA DE SOYA DE AJONJOLI 20 HJS 78 G,Masas y Pieles,22,21
SE-UTE899-13717,SAFETY APP GUANTE DE VINIL MEDIANO (50 PARES),Utensilios,20,19
SE-UTE899-13718,SAFETY APP GUANTE DE VINIL GRANDE (50 PARES),Utensilios,16,15
SE-UTE899-2369,SAFETY ZONE GUANTE DE VINIL GRANDE (50 PARES) PZA,Utensilios,20,19
SE-UTE899-2370,SAFETY ZONE GUANTE DE VINIL MEDIANO (50 PARES) PZA,Utensilios,22,21
VT-ANT102-0147,ANTICIPO DEL BIEN O SERVICIO,Otros,6,6
VT-DSO0131-0131,DESCUENTO POR VENTA,Otros,1,1
VT-HON130-0130,CARGOS ADMINISTRATIVOS,Otros,2,2
VT-MKT094-0152,CARGOS POR EVENTO PROMOCION DE PESCADO,Pescados y Mariscos,1,1
VT-SCL0134-0134,SERVICIO DE CANASTA,Otros,9,1
