codigo,piezas_por_caja,usado_en_portal
SE-SYE554-14329,12,SI
SE-SYE554-14334,12,NO
SE-SYE554-1771,2,NO
SE-SYE554-2114,12,NO
SE-SYE554-2959,12,NO
SE-SYE554-2960,4,SI
SE-SYE554-2961,6,SI
SE-SYE554-2963,12,NO
SE-SYE554-4266,12,NO
SE-SYE554-4822,9,SI
SE-SYE554-4824,9,NO
SE-SYE554-4825,12,NO
SE-SYE554-4826,9,NO
SE-SYE554-4827,12,SI
SE-SYE554-4828,2,SI
SE-SYE554-4829,9,NO
SE-SYE554-5229,12,NO
SE-SYE554-5230,12,NO
SE-SYE554-6175,12,NO
SE-SYE554-6284,6,NO
SE-SYE554-6367,4,NO
SE-SYE554-6914,20,SI
SE-SYE554-7663,12,SI
SE-SYE554-7919,12,SI
SE-SYE554-8962,12,SI
SE-SYE554-8963,12,SI
SE-SYE554-9657,12,NO
SE-SYE554-9719,12,NO
SE-SYE554-9764,4,SI
SE-SYE555-0880,12,SI
SE-SYE555-10405,20,SI
SE-SYE555-1062,4,NO
SE-SYE555-1246,24,NO
SE-SYE555-1247,48,NO
SE-SYE555-12517,100,NO
SE-SYE555-1339,50,SI
SE-SYE555-13619,28,SI
SE-SYE555-13620,100,SI
SE-SYE555-13621,48,SI
SE-SYE555-13622,100,SI
SE-SYE555-13625,30,SI
SE-SYE555-3563,12,SI
SE-SYE555-3564,12,SI
SE-SYE555-4147,12,SI
SE-SYE555-4443,12,SI
SE-SYE555-4775,30,SI
SE-SYE555-4776,12,SI
SE-SYE555-4778,12,SI
SE-SYE555-4956,12,SI
SE-SYE555-5249,12,SI
SE-SYE555-5258,10,NO
SE-SYE555-5454,10,NO
SE-SYE555-6915,12,NO
SE-SYE555-6920,30,SI
SE-SYE555-8343,4,SI
SE-SYE555-8459,4,SI
SE-SYE555-8513,12,SI
SE-SYE555-9833,24,NO
SE-SYE556-0036,20,SI
SE-SYE556-0037,8,SI
SE-SYE556-11838,20,SI
SE-SYE556-12424,20,SI
SE-SYE556-12425,12,SI
SE-SYE556-12426,20,SI
SE-SYE556-12428,24,SI
SE-SYE556-12429,24,SI
SE-SYE556-12436,20,SI
SE-SYE556-12437,20,SI
SE-SYE556-12438,20,SI
SE-SYE556-12848,40,SI
SE-SYE556-13297,12,SI
SE-SYE556-4145,30,SI
SE-SYE556-4682,12,SI
SE-SYE556-9129,20,NO
SE-SYE557-3860,80,SI
SE-SYE558-0015,80,NO
SE-SYE558-0022,96,SI
SE-SYE558-0023,80,NO
SE-SYE558-0079,40,NO
SE-SYE558-0080,40,NO
SE-SYE558-0081,40,NO
SE-SYE558-0082,40,NO
SE-SYE558-0152,40,NO
SE-SYE558-0153,40,NO
SE-SYE558-0154,40,NO
SE-SYE558-0187,10,SI
SE-SYE558-0215,12,SI
SE-SYE558-0219,12,SI
SE-SYE558-0223,12,SI
SE-SYE558-0224,12,SI
SE-SYE558-0225,12,SI
SE-SYE558-0470,10,SI
SE-SYE558-0556,80,NO
SE-SYE558-0557,80,SI
SE-SYE558-0574,120,NO
SE-SYE558-0591,30,SI
SE-SYE558-0592,30,SI
SE-SYE558-0593,60,NO
SE-SYE558-0595,15,NO
SE-SYE558-0597,20,SI
SE-SYE558-0610,120,SI
SE-SYE558-0611,60,NO
SE-SYE558-0621,60,NO
SE-SYE558-0659,30,SI
SE-SYE558-0660,30,SI
SE-SYE558-0661,30,SI
SE-SYE558-0662,30,SI
SE-SYE558-0663,30,SI
SE-SYE558-0664,30,SI
SE-SYE558-0666,30,SI
SE-SYE558-0667,30,SI
SE-SYE558-0668,30,SI
SE-SYE558-0773,20,NO
SE-SYE558-0782,12,NO
SE-SYE558-0791,12,NO
SE-SYE558-0804,12,NO
SE-SYE558-0814,10,NO
SE-SYE558-0846,30,SI
SE-SYE558-10083,20,SI
SE-SYE558-1010,16,SI
SE-SYE558-10101,60,SI
SE-SYE558-10102,60,SI
SE-SYE558-1024,120,NO
SE-SYE558-1025,80,NO
SE-SYE558-1027,60,NO
SE-SYE558-10390,60,SI
SE-SYE558-10392,80,NO
SE-SYE558-10393,80,NO
SE-SYE558-10394,60,NO
SE-SYE558-10441,30,SI
SE-SYE558-10450,10,SI
SE-SYE558-10604,120,SI
SE-SYE558-10605,120,SI
SE-SYE558-10606,120,SI
SE-SYE558-10607,120,SI
SE-SYE558-10608,120,SI
SE-SYE558-10619,8,NO
SE-SYE558-1064,10,NO
SE-SYE558-1067,60,NO
SE-SYE558-1068,40,NO
SE-SYE558-1069,40,NO
SE-SYE558-1070,120,NO
SE-SYE558-1082,6,SI
SE-SYE558-10865,8,NO
SE-SYE558-1108,48,SI
SE-SYE558-11113,10,NO
SE-SYE558-11114,10,SI
SE-SYE558-11115,10,NO
SE-SYE558-11208,160,SI
SE-SYE558-11242,120,SI
SE-SYE558-11260,20,SI
SE-SYE558-1127,12,SI
SE-SYE558-11381,120,SI
SE-SYE558-1157,80,NO
SE-SYE558-11587,10,NO
SE-SYE558-1160,80,SI
SE-SYE558-1161,80,SI
SE-SYE558-1162,80,SI
SE-SYE558-11637,24,SI
SE-SYE558-11638,24,SI
SE-SYE558-1169,120,SI
SE-SYE558-1170,60,SI
SE-SYE558-1171,60,NO
SE-SYE558-1172,60,SI
SE-SYE558-1173,120,SI
SE-SYE558-1174,40,SI
SE-SYE558-1175,120,SI
SE-SYE558-11776,40,SI
SE-SYE558-11782,6,SI
SE-SYE558-1197,12,SI
SE-SYE558-12101,12,SI
SE-SYE558-12141,100,SI
SE-SYE558-12163,12,SI
SE-SYE558-12191,6,NO
SE-SYE558-12196,120,SI
SE-SYE558-12247,4,NO
SE-SYE558-12562,120,SI
SE-SYE558-12563,120,SI
SE-SYE558-12564,30,SI
SE-SYE558-12574,16,SI
SE-SYE558-12576,16,NO
SE-SYE558-12578,16,SI
SE-SYE558-12579,16,SI
SE-SYE558-12580,16,SI
SE-SYE558-12581,6,SI
SE-SYE558-12621,12,NO
SE-SYE558-12631,12,NO
SE-SYE558-12638,12,NO
SE-SYE558-1264,30,NO
SE-SYE558-12640,12,NO
SE-SYE558-12641,12,NO
SE-SYE558-12642,6,NO
SE-SYE558-12643,6,NO
SE-SYE558-12653,48,SI
SE-SYE558-12654,48,SI
SE-SYE558-12655,40,NO
SE-SYE558-12656,48,SI
SE-SYE558-13045,6,NO
SE-SYE558-13187,20,SI
SE-SYE558-13189,10,SI
SE-SYE558-13251,80,SI
SE-SYE558-13252,60,SI
SE-SYE558-13398,12,SI
SE-SYE558-13514,6,NO
SE-SYE558-13532,40,SI
SE-SYE558-13533,60,SI
SE-SYE558-13534,60,SI
SE-SYE558-13535,40,SI
SE-SYE558-13703,24,SI
SE-SYE558-13704,24,SI
SE-SYE558-13705,150,SI
SE-SYE558-13706,150,SI
SE-SYE558-1386,30,SI
SE-SYE558-14046,80,SI
SE-SYE558-14047,40,SI
SE-SYE558-14048,20,SI
SE-SYE558-14184,120,SI
SE-SYE558-14185,120,SI
SE-SYE558-14186,120,SI
SE-SYE558-14292,10,NO
SE-SYE558-14323,45,SI
SE-SYE558-14324,45,SI
SE-SYE558-14325,45,SI
SE-SYE558-14340,20,NO
SE-SYE558-14341,30,NO
SE-SYE558-1451,20,SI
SE-SYE558-1452,72,SI
SE-SYE558-1453,60,NO
SE-SYE558-1455,100,SI
SE-SYE558-1456,40,SI
SE-SYE558-1458,160,NO
SE-SYE558-1459,60,NO
SE-SYE558-1460,60,NO
SE-SYE558-1462,40,SI
SE-SYE558-1463,100,SI
SE-SYE558-14716,20,NO
SE-SYE558-14717,10,NO
SE-SYE558-1543,10,SI
SE-SYE558-1763,6,NO
SE-SYE558-1765,6,NO
SE-SYE558-1991,10,SI
SE-SYE558-1993,12,SI
SE-SYE558-1994,36,NO
SE-SYE558-1995,12,SI
SE-SYE558-1996,12,SI
SE-SYE558-2012,10,SI
SE-SYE558-2061,12,SI
SE-SYE558-2064,10,NO
SE-SYE558-2086,12,SI
SE-SYE558-2198,30,SI
SE-SYE558-2285,100,SI
SE-SYE558-2717,60,NO
SE-SYE558-2719,60,NO
SE-SYE558-3004,12,NO
SE-SYE558-3226,6,NO
SE-SYE558-3335,60,NO
SE-SYE558-3340,8,SI
SE-SYE558-3349,6,NO
SE-SYE558-3351,6,SI
SE-SYE558-3359,60,NO
SE-SYE558-3361,60,SI
SE-SYE558-3362,60,SI
SE-SYE558-3440,10,SI
SE-SYE558-3469,40,SI
SE-SYE558-3472,60,NO
SE-SYE558-3473,60,NO
SE-SYE558-3474,120,SI
SE-SYE558-3475,80,SI
SE-SYE558-3477,80,SI
SE-SYE558-3479,120,NO
SE-SYE558-3480,60,SI
SE-SYE558-3483,60,SI
SE-SYE558-3502,50,SI
SE-SYE558-3504,50,SI
SE-SYE558-3510,40,NO
SE-SYE558-3511,40,NO
SE-SYE558-3518,36,NO
SE-SYE558-3538,12,SI
SE-SYE558-3539,12,NO
SE-SYE558-3540,12,SI
SE-SYE558-3558,60,SI
SE-SYE558-3827,10,NO
SE-SYE558-3828,10,NO
SE-SYE558-3837,160,NO
SE-SYE558-3839,160,SI
SE-SYE558-3840,40,SI
SE-SYE558-3842,80,SI
SE-SYE558-3845,60,NO
SE-SYE558-3848,60,SI
SE-SYE558-3966,30,SI
SE-SYE558-4037,10,SI
SE-SYE558-4048,12,SI
SE-SYE558-4049,6,SI
SE-SYE558-4069,20,NO
SE-SYE558-4091,12,SI
SE-SYE558-4093,12,SI
SE-SYE558-4094,12,SI
SE-SYE558-4144,36,NO
SE-SYE558-4170,120,NO
SE-SYE558-4171,120,NO
SE-SYE558-4172,120,NO
SE-SYE558-4173,120,NO
SE-SYE558-4201,4,SI
SE-SYE558-4405,6,SI
SE-SYE558-4406,6,SI
SE-SYE558-4407,6,SI
SE-SYE558-4487,6,NO
SE-SYE558-4507,12,SI
SE-SYE558-4647,40,SI
SE-SYE558-4648,40,NO
SE-SYE558-4651,20,NO
SE-SYE558-4663,60,SI
SE-SYE558-4691,6,SI
SE-SYE558-4692,6,SI
SE-SYE558-4693,12,SI
SE-SYE558-4694,6,SI
SE-SYE558-4758,80,SI
SE-SYE558-4761,80,SI
SE-SYE558-4803,12,SI
SE-SYE558-4813,60,SI
SE-SYE558-4914,12,NO
SE-SYE558-5188,60,SI
SE-SYE558-5358,60,SI
SE-SYE558-5364,60,SI
SE-SYE558-5367,60,NO
SE-SYE558-5369,60,NO
SE-SYE558-5370,36,SI
SE-SYE558-5371,60,SI
SE-SYE558-5372,36,SI
SE-SYE558-5373,60,SI
SE-SYE558-5374,60,SI
SE-SYE558-5488,120,NO
SE-SYE558-5489,80,SI
SE-SYE558-5494,48,SI
SE-SYE558-5501,100,SI
SE-SYE558-5534,60,SI
SE-SYE558-5586,80,NO
SE-SYE558-5779,12,SI
SE-SYE558-6027,40,NO
SE-SYE558-6101,30,NO
SE-SYE558-6109,24,NO
SE-SYE558-6110,24,SI
SE-SYE558-6112,24,SI
SE-SYE558-6161,6,NO
SE-SYE558-6181,60,NO
SE-SYE558-6182,12,SI
SE-SYE558-6200,6,NO
SE-SYE558-6262,15,NO
SE-SYE558-6345,60,SI
SE-SYE558-6392,12,SI
SE-SYE558-6728,10,SI
SE-SYE558-6750,12,SI
SE-SYE558-6751,12,SI
SE-SYE558-6752,12,SI
SE-SYE558-6753,12,SI
SE-SYE558-6754,12,SI
SE-SYE558-6764,120,SI
SE-SYE558-6802,10,SI
SE-SYE558-6904,20,SI
SE-SYE558-6906,40,NO
SE-SYE558-7131,24,SI
SE-SYE558-7239,48,SI
SE-SYE558-7250,40,SI
SE-SYE558-7570,12,SI
SE-SYE558-7590,6,NO
SE-SYE558-7662,15,SI
SE-SYE558-7676,20,SI
SE-SYE558-7897,20,NO
SE-SYE558-7930,12,NO
SE-SYE558-7931,24,NO
SE-SYE558-8034,12,SI
SE-SYE558-8358,6,NO
SE-SYE558-8501,36,NO
SE-SYE558-8683,12,SI
SE-SYE558-8687,60,SI
SE-SYE558-8688,10,SI
SE-SYE558-8692,12,NO
SE-SYE558-8960,12,SI
SE-SYE558-9156,12,SI
SE-SYE558-9282,12,SI
SE-SYE558-9285,12,SI
SE-SYE558-9311,6,NO
SE-SYE558-9324,6,SI
SE-SYE558-9325,12,SI
SE-SYE558-9326,6,SI
SE-SYE558-9658,80,NO
SE-SYE558-9718,12,SI
SE-SYE558-9720,48,SI
SE-SYE558-9744,12,NO
SE-SYE558-9807,12,SI
SE-SYE558-9811,10,SI
SE-SYE558-9864,10,NO
SE-SYE558-9886,10,SI
SE-SYE558-9895,20,SI
SE-SYE558-9956,50,SI
SE-SYE559-0781,12,SI
SE-SYE559-10616,6,SI
SE-SYE559-10640,40,SI
SE-SYE559-1079,12,NO
SE-SYE559-1081,6,NO
SE-SYE559-11243,120,SI
SE-SYE559-1905,16,SI
SE-SYE559-6451,4,NO
SE-SYE559-7848,12,SI
SE-SYE559-8050,8,NO
SE-SYE559-8051,12,NO
SE-SYE559-8052,8,NO
SE-SYE559-8053,12,NO
SE-SYE559-9122,12,NO
SE-SYE560-10423,120,SI
SE-SYE560-10424,24,SI
SE-SYE560-10425,12,SI
SE-SYE560-11898,24,SI
SE-SYE560-11900,24,SI
SE-SYE560-1317,24,SI
SE-SYE560-4639,12,NO
SE-SYE560-5547,24,NO
SE-SYE560-6001,24,SI
SE-SYE560-7754,24,SI
SE-SYE599-0014,4,SI
SE-SYE599-0019,36,SI
SE-SYE599-0024,30,SI
SE-SYE599-0849,12,NO
SE-SYE599-0850,12,NO
SE-SYE599-0916,24,SI
SE-SYE599-0969,24,NO
SE-SYE599-1080,6,NO
SE-SYE599-1084,6,SI
SE-SYE599-1085,4,SI
SE-SYE599-1086,12,SI
SE-SYE599-1087,6,SI
SE-SYE599-1088,12,SI
SE-SYE599-1106,3,SI
SE-SYE599-11369,14,SI
SE-SYE599-11410,30,NO
SE-SYE599-11469,12,SI
SE-SYE599-11471,12,SI
SE-SYE599-11959,16,NO
SE-SYE599-12119,48,SI
SE-SYE599-12630,12,NO
SE-SYE599-12639,12,SI
SE-SYE599-13046,20,SI
SE-SYE599-13295,6,SI
SE-SYE599-1340,12,NO
SE-SYE599-13626,30,SI
SE-SYE599-14313,40,NO
SE-SYE599-14690,12,NO
SE-SYE599-1772,6,SI
SE-SYE599-2023,4,SI
SE-SYE599-2941,10,SI
SE-SYE599-2942,2,SI
SE-SYE599-2947,20,NO
SE-SYE599-2962,4,SI
SE-SYE599-4267,12,SI
SE-SYE599-4823,20,SI
SE-SYE599-5209,20,SI
SE-SYE599-5210,12,NO
SE-SYE599-5211,12,SI
SE-SYE599-5212,12,SI
SE-SYE599-5231,18,SI
SE-SYE599-5251,6,SI
SE-SYE599-5519,30,NO
SE-SYE599-5582,60,NO
SE-SYE599-5584,60,NO
SE-SYE599-5678,6,NO
SE-SYE599-6748,30,NO
SE-SYE599-6765,4,SI
SE-SYE599-6807,25,SI
SE-SYE599-7145,8,SI
SE-SYE599-7640,4,NO
SE-SYE599-8632,10,SI
SE-SYE599-8790,10,SI
SE-SYE599-9794,36,SI
SE-SYE599-9846,12,NO
SE-SYE599-9927,4,NO
SE-TE150-13277,12,SI
SE-TE150-13278,12,SI
SE-TE150-14187,12,SI
SE-TE150-14188,12,SI
SE-TE160-11919,7,SI
SE-TE160-11920,8,SI
SE-TE160-11921,8,SI
SE-TE160-11922,20,NO
SE-TE160-11923,20,SI
SE-TE160-11924,45,SI
SE-TE160-11925,40,NO
SE-TE160-11926,66,SI
SE-TE645-14100,5,SI
SE-TE645-14101,24,SI
SE-TE650-0003,6,SI
SE-TE650-0150,20,SI
SE-TE650-0201,6,SI
SE-TE650-10656,6,NO
SE-TE650-11278,5,NO
SE-TE650-12108,20,SI
SE-TE650-13097,6,SI
SE-TE650-2049,6,SI
SE-TE650-2842,6,NO
SE-TE650-3677,6,NO
SE-TE650-3708,5,NO
SE-TE650-7853,12,SI
SE-TE650-8463,6,SI
SE-TE650-9249,50,NO
SE-TE651-10080,24,NO
SE-TE651-10921,30,NO
SE-TE651-10923,20,SI
SE-TE651-11081,24,NO
SE-TE651-12400,50,NO
SE-TE651-12405,20,SI
SE-TE651-12409,10,SI
SE-TE651-12410,10,SI
SE-TE651-14090,22,SI
SE-TE651-14109,50,SI
SE-TE651-14368,12,SI
SE-TE651-14680,12,NO
SE-TE651-2830,100,SI
SE-TE651-5675,50,SI
SE-TE651-6744,36,SI
SE-TE651-7595,24,SI
SE-TE651-8650,12,SI
SE-TE652-0110,10,SI
SE-TE652-6195,6,SI
SE-TE652-6712,12,NO
SE-TE652-8465,6,SI
SE-TE653-0004,6,SI
SE-TE653-0202,6,SI
SE-TE653-11250,24,SI
SE-TE653-12559,12,SI
SE-TE653-2096,6,SI
SE-TE653-2137,6,NO
SE-TE653-3676,6,NO
SE-TE653-6713,12,NO
SE-TE653-8464,6,SI
SE-TE654-0001,6,NO
SE-TE654-0263,12,NO
SE-TE654-0933,20,NO
SE-TE654-10077,25,NO
SE-TE654-10078,25,NO
SE-TE654-10079,25,NO
SE-TE654-10081,25,NO
SE-TE654-10082,25,NO
SE-TE654-1028,40,NO
SE-TE654-10922,18,NO
SE-TE654-10930,10,NO
SE-TE654-1103,60,SI
SE-TE654-11082,18,SI
SE-TE654-11137,6,SI
SE-TE654-11248,40,NO
SE-TE654-11249,20,NO
SE-TE654-11252,40,NO
SE-TE654-11382,12,SI
SE-TE654-11649,30,SI
SE-TE654-11650,30,SI
SE-TE654-11651,30,SI
SE-TE654-11652,30,SI
SE-TE654-11653,40,SI
SE-TE654-11654,10,SI
SE-TE654-12106,20,SI
SE-TE654-12109,24,SI
SE-TE654-12397,20,SI
SE-TE654-12398,30,SI
SE-TE654-12399,12,SI
SE-TE654-12401,30,SI
SE-TE654-12402,20,SI
SE-TE654-12403,30,SI
SE-TE654-12404,30,NO
SE-TE654-12406,20,SI
SE-TE654-12407,15,SI
SE-TE654-12408,6,SI
SE-TE654-12411,10,SI
SE-TE654-12412,10,SI
SE-TE654-12699,20,SI
SE-TE654-12700,20,SI
SE-TE654-13113,10,SI
SE-TE654-13114,20,SI
SE-TE654-13115,20,SI
SE-TE654-13116,12,SI
SE-TE654-13117,20,SI
SE-TE654-13118,20,SI
SE-TE654-13119,20,SI
SE-TE654-13120,12,SI
SE-TE654-13121,10,SI
SE-TE654-13145,20,SI
SE-TE654-13274,10,SI
SE-TE654-13275,10,SI
SE-TE654-13526,12,SI
SE-TE654-13527,12,SI
SE-TE654-14182,22,SI
SE-TE654-14314,10,SI
SE-TE654-14365,20,NO
SE-TE654-14369,12,SI
SE-TE654-14678,20,NO
SE-TE654-14679,20,NO
SE-TE654-1796,5,NO
SE-TE654-1797,12,SI
SE-TE654-2044,6,SI
SE-TE654-2046,12,NO
SE-TE654-2047,6,SI
SE-TE654-2048,5,NO
SE-TE654-2052,10,SI
SE-TE654-2054,12,NO
SE-TE654-2093,6,NO
SE-TE654-2806,12,SI
SE-TE654-2809,6,NO
SE-TE654-2846,6,NO
SE-TE654-3519,6,NO
SE-TE654-3522,12,SI
SE-TE654-4000,30,SI
SE-TE654-4003,72,SI
SE-TE654-4004,12,SI
SE-TE654-4005,12,SI
SE-TE654-4006,12,SI
SE-TE654-4704,20,SI
SE-TE654-6745,10,SI
SE-TE654-6912,10,NO
SE-TE654-6913,10,SI
SE-TE654-7596,24,NO
SE-TE654-9360,12,SI
SE-TE654-9363,12,SI
SE-TE654-9656,5,NO
SE-TE655-2805,12,NO
SE-TE699-0135,30,NO
SE-TE699-0594,20,NO
SE-TE699-10452,30,SI
SE-TE699-11244,40,SI
SE-TE699-11245,40,SI
SE-TE699-11246,40,SI
SE-TE699-11247,40,SI
SE-TE699-11251,20,SI
SE-TE699-11846,20,NO
SE-TE699-12107,24,NO
SE-TE699-12111,28,SI
SE-TE699-13096,6,SI
SE-TE699-13098,6,SI
SE-TE699-13099,6,SI
SE-TE699-13146,12,SI
SE-TE699-13993,20,SI
SE-TE699-14110,10,SI
SE-TE699-2094,12,SI
SE-TE699-3521,12,SI
SE-TE699-3523,12,SI
SE-TE699-3706,5,SI
SE-TE699-3707,5,NO
SE-TE699-3709,5,SI
SE-TE699-3710,5,SI
SE-TE699-4703,20,SI
SE-TE699-8381,12,NO
SE-TE699-8589,50,NO
SE-TE699-8590,50,NO
SE-TE699-8593,50,NO
SE-TE699-8594,50,NO
SE-TQO702-1111,12,NO
SE-TQO702-1113,12,NO
SE-TQO702-1122,12,SI
SE-TQO702-11594,12,NO
SE-TQO702-12624,12,SI
SE-TQO702-12625,12,SI
SE-TQO702-12626,12,SI
SE-TQO702-12627,12,SI
SE-TQO702-13896,12,SI
SE-TQO702-13897,12,SI
SE-TQO702-14347,40,NO
SE-TQO749-0558,24,NO
SE-TQO749-1071,60,NO
SE-TYE750-10385,44,SI
SE-TYE750-10386,44,SI
SE-TYE750-10387,44,SI
SE-TYE750-10433,44,SI
SE-TYE750-10517,44,SI
SE-TYE750-12768,44,SI
SE-TYE750-12769,44,SI
SE-TYE750-12770,44,SI
SE-TYE750-12771,44,SI
SE-TYE750-12772,44,SI
SE-TYE750-1319,44,SI
SE-TYE750-1320,44,NO
SE-TYE750-1845,44,SI
SE-TYE750-1846,44,SI
SE-TYE750-7232,36,SI
SE-TYE750-9965,44,SI
SE-TYE754-1097,20,SI
SE-TYE754-1098,20,SI
SE-TYE754-1099,20,SI
SE-TYE754-1100,20,SI
SE-TYE754-13602,10,SI
SE-TYE754-13603,10,SI
SE-TYE754-13604,10,SI
SE-TYE754-13605,10,SI
SE-TYE754-2053,24,NO
SE-TYE754-6864,6,NO
SE-TYE754-6865,6,NO
SE-TYE754-6866,6,SI
SE-TYE754-6867,6,NO
SE-TYE754-6868,6,NO
SE-TYE754-8261,24,NO
SE-TYE754-8262,24,NO
SE-UTE899-1819,25,NO
SE-UTE899-1820,25,NO
SE-UTE899-1821,25,NO
SE-UTE899-9735,10,NO
SE-UTE899-9736,10,NO
